2026-07-01 08:35:08 | INFO     | main:3 | 🎬 [WORKER] Hệ thống Logger toàn cục theo phiên đã kích hoạt!
2026-07-01 08:35:12 | DEBUG    | __init__:350 | matplotlib data path: C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\mpl-data
2026-07-01 08:35:12 | DEBUG    | __init__:350 | CONFIGDIR=C:\Users\Admin\.matplotlib
2026-07-01 08:35:12 | DEBUG    | __init__:1511 | interactive is False
2026-07-01 08:35:12 | DEBUG    | __init__:1512 | platform is win32
2026-07-01 08:35:12 | DEBUG    | __init__:350 | CACHEDIR=C:\Users\Admin\.matplotlib
2026-07-01 08:35:12 | DEBUG    | font_manager:1574 | Using fontManager instance from C:\Users\Admin\.matplotlib\fontlist-v330.json
2026-07-01 08:35:14 | DEBUG    | loader:96 | Environment variable FAISS_OPT_LEVEL is not set, so let's pick the instruction set according to the current CPU
2026-07-01 08:35:14 | INFO     | loader:132 | Loading faiss with AVX2 support.
2026-07-01 08:35:14 | INFO     | loader:137 | Could not load library with AVX2 support due to:
ModuleNotFoundError("No module named 'faiss.swigfaiss_avx2'")
2026-07-01 08:35:14 | INFO     | loader:156 | Loading faiss.
2026-07-01 08:35:14 | INFO     | loader:158 | Successfully loaded faiss.
2026-07-01 08:35:15 | INFO     | main:3 | 🎬 [WORKER] Hệ thống Logger toàn cục theo phiên đã kích hoạt!
2026-07-01 08:35:18 | DEBUG    | __init__:350 | matplotlib data path: C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\mpl-data
2026-07-01 08:35:18 | DEBUG    | __init__:350 | CONFIGDIR=C:\Users\Admin\.matplotlib
2026-07-01 08:35:18 | DEBUG    | __init__:1511 | interactive is False
2026-07-01 08:35:18 | DEBUG    | __init__:1512 | platform is win32
2026-07-01 08:35:18 | DEBUG    | __init__:350 | CACHEDIR=C:\Users\Admin\.matplotlib
2026-07-01 08:35:18 | DEBUG    | font_manager:1574 | Using fontManager instance from C:\Users\Admin\.matplotlib\fontlist-v330.json
2026-07-01 08:35:20 | DEBUG    | loader:96 | Environment variable FAISS_OPT_LEVEL is not set, so let's pick the instruction set according to the current CPU
2026-07-01 08:35:20 | INFO     | loader:132 | Loading faiss with AVX2 support.
2026-07-01 08:35:20 | INFO     | loader:137 | Could not load library with AVX2 support due to:
ModuleNotFoundError("No module named 'faiss.swigfaiss_avx2'")
2026-07-01 08:35:20 | INFO     | loader:156 | Loading faiss.
2026-07-01 08:35:20 | INFO     | loader:158 | Successfully loaded faiss.
2026-07-01 08:35:21 | INFO     | main:63 | 
=======================================================
2026-07-01 08:35:21 | INFO     | main:64 | 🤖 WORKER YOLO AI ĐÃ SẴN SÀNG - ĐANG CHỜ MASTER GIAO VIỆC
2026-07-01 08:35:21 | INFO     | main:65 | =======================================================

2026-07-01 08:35:21 | DEBUG    | proactor_events:634 | Using proactor: IocpProactor
2026-07-01 08:35:21 | INFO     | heartbeat_service:68 | 💓 [Heartbeat Service] Đã kích hoạt máy đo nhịp tim chạy ngầm...
2026-07-01 08:35:23 | DEBUG    | heartbeat_service:58 | 💓 Nhịp tim gửi Master: {'server_id': 'SV_004', 'cpu_usage': 15.0, 'has_gpu': True, 'gpu_usage': 0, 'vram_free_gb': 3.87, 'max_cam': 2}
2026-07-01 08:35:23 | DEBUG    | connectionpool:241 | Starting new HTTP connection (1): 10.40.91.11:5000
2026-07-01 08:35:23 | DEBUG    | connectionpool:544 | http://10.40.91.11:5000 "POST /api/heartbeat HTTP/1.1" 200 68
2026-07-01 08:35:23 | DEBUG    | cameras_router:55 | 
🛑 Nhận lệnh Sync từ Master! Đang dọn dẹp 0 luồng YOLO cũ...
2026-07-01 08:35:25 | DEBUG    | cameras_router:85 | ✅ [OK] Camera cam_001 - Luồng hình ảnh ổn định.
2026-07-01 08:35:27 | DEBUG    | cameras_router:85 | ✅ [OK] Camera cam_003 - Luồng hình ảnh ổn định.
2026-07-01 08:35:27 | INFO     | cameras_router:106 | 📊 [CHIA LÔ] Tổng: 2 Cam. Số YOLO gánh: 2 Process. Mỗi YOLO gánh: 1 Cam.
2026-07-01 08:35:27 | DEBUG    | cameras_router:30 | 🚀 BẮT ĐẦU CHIA LÔ CHO 2 CAMERA (Tối ưu: 1 Cam/1 YOLO) 🚀
2026-07-01 08:35:27 | INFO     | main:3 | 🎬 [WORKER] Hệ thống Logger toàn cục theo phiên đã kích hoạt!
2026-07-01 08:35:29 | DEBUG    | heartbeat_service:58 | 💓 Nhịp tim gửi Master: {'server_id': 'SV_004', 'cpu_usage': 24.1, 'has_gpu': True, 'gpu_usage': 0, 'vram_free_gb': 3.87, 'max_cam': 2}
2026-07-01 08:35:29 | DEBUG    | connectionpool:241 | Starting new HTTP connection (1): 10.40.91.11:5000
2026-07-01 08:35:29 | DEBUG    | connectionpool:544 | http://10.40.91.11:5000 "POST /api/heartbeat HTTP/1.1" 200 68
2026-07-01 08:35:30 | DEBUG    | __init__:350 | matplotlib data path: C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\mpl-data
2026-07-01 08:35:30 | DEBUG    | __init__:350 | CONFIGDIR=C:\Users\Admin\.matplotlib
2026-07-01 08:35:30 | DEBUG    | __init__:1511 | interactive is False
2026-07-01 08:35:30 | DEBUG    | __init__:1512 | platform is win32
2026-07-01 08:35:30 | DEBUG    | __init__:350 | CACHEDIR=C:\Users\Admin\.matplotlib
2026-07-01 08:35:30 | DEBUG    | font_manager:1574 | Using fontManager instance from C:\Users\Admin\.matplotlib\fontlist-v330.json
2026-07-01 08:35:33 | DEBUG    | loader:96 | Environment variable FAISS_OPT_LEVEL is not set, so let's pick the instruction set according to the current CPU
2026-07-01 08:35:33 | INFO     | loader:132 | Loading faiss with AVX2 support.
2026-07-01 08:35:33 | INFO     | loader:137 | Could not load library with AVX2 support due to:
ModuleNotFoundError("No module named 'faiss.swigfaiss_avx2'")
2026-07-01 08:35:33 | INFO     | loader:156 | Loading faiss.
2026-07-01 08:35:33 | INFO     | loader:158 | Successfully loaded faiss.
2026-07-01 08:35:33 | INFO     | yolo_service:64 | ⚙️ [YOLO SỐ 1] TIẾP NHẬN LÔ...
2026-07-01 08:35:34 | INFO     | yolo_service:78 | 🚀 [YOLO 1] Đang mở luồng cam_001...
2026-07-01 08:35:34 | INFO     | yolo_service:86 | 🚀 [ZMQ] Camera cam_001 đã cầm súng, nhắm thẳng Master tại tcp://10.40.91.11:5558
2026-07-01 08:35:35 | DEBUG    | heartbeat_service:58 | 💓 Nhịp tim gửi Master: {'server_id': 'SV_004', 'cpu_usage': 18.3, 'has_gpu': True, 'gpu_usage': 0, 'vram_free_gb': 3.78, 'max_cam': 2}
2026-07-01 08:35:35 | DEBUG    | connectionpool:241 | Starting new HTTP connection (1): 10.40.91.11:5000
2026-07-01 08:35:35 | DEBUG    | connectionpool:544 | http://10.40.91.11:5000 "POST /api/heartbeat HTTP/1.1" 200 68
2026-07-01 08:35:41 | INFO     | yolo_service:109 | 🎥 [START] YOLO bắt đầu ăn VRAM và quét frame cho cam_001...
2026-07-01 08:35:41 | DEBUG    | heartbeat_service:58 | 💓 Nhịp tim gửi Master: {'server_id': 'SV_004', 'cpu_usage': 26.3, 'has_gpu': True, 'gpu_usage': 0, 'vram_free_gb': 3.78, 'max_cam': 2}
2026-07-01 08:35:41 | DEBUG    | connectionpool:241 | Starting new HTTP connection (1): 10.40.91.11:5000
