2026-07-03 08:50:46 | INFO     | main:3 | 🎬 [WORKER] Hệ thống Logger toàn cục theo phiên đã kích hoạt!
2026-07-03 08:51:30 | DEBUG    | __init__:347 | matplotlib data path: C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\mpl-data
2026-07-03 08:51:30 | DEBUG    | __init__:347 | CONFIGDIR=C:\Users\Admin\.matplotlib
2026-07-03 08:51:30 | DEBUG    | __init__:1564 | interactive is False
2026-07-03 08:51:30 | DEBUG    | __init__:1565 | platform is win32
2026-07-03 08:51:30 | DEBUG    | __init__:347 | CACHEDIR=C:\Users\Admin\.matplotlib
2026-07-03 08:51:30 | DEBUG    | font_manager:1843 | Using fontManager instance from C:\Users\Admin\.matplotlib\fontlist-v3.11.0.json
2026-07-03 08:51:32 | DEBUG    | loader:96 | Environment variable FAISS_OPT_LEVEL is not set, so let's pick the instruction set according to the current CPU
2026-07-03 08:51:32 | INFO     | loader:132 | Loading faiss with AVX2 support.
2026-07-03 08:51:32 | INFO     | loader:137 | Could not load library with AVX2 support due to:
ModuleNotFoundError("No module named 'faiss.swigfaiss_avx2'")
2026-07-03 08:51:32 | INFO     | loader:156 | Loading faiss.
2026-07-03 08:51:32 | INFO     | loader:158 | Successfully loaded faiss.
2026-07-03 08:51:33 | INFO     | main:3 | 🎬 [WORKER] Hệ thống Logger toàn cục theo phiên đã kích hoạt!
2026-07-03 08:51:43 | DEBUG    | __init__:347 | matplotlib data path: C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\mpl-data
2026-07-03 08:51:43 | DEBUG    | __init__:347 | CONFIGDIR=C:\Users\Admin\.matplotlib
2026-07-03 08:51:43 | DEBUG    | __init__:1564 | interactive is False
2026-07-03 08:51:43 | DEBUG    | __init__:1565 | platform is win32
2026-07-03 08:51:43 | DEBUG    | __init__:347 | CACHEDIR=C:\Users\Admin\.matplotlib
2026-07-03 08:51:43 | DEBUG    | font_manager:1843 | Using fontManager instance from C:\Users\Admin\.matplotlib\fontlist-v3.11.0.json
2026-07-03 08:51:44 | DEBUG    | loader:96 | Environment variable FAISS_OPT_LEVEL is not set, so let's pick the instruction set according to the current CPU
2026-07-03 08:51:44 | INFO     | loader:132 | Loading faiss with AVX2 support.
2026-07-03 08:51:44 | INFO     | loader:137 | Could not load library with AVX2 support due to:
ModuleNotFoundError("No module named 'faiss.swigfaiss_avx2'")
2026-07-03 08:51:44 | INFO     | loader:156 | Loading faiss.
2026-07-03 08:51:44 | INFO     | loader:158 | Successfully loaded faiss.
2026-07-03 08:51:46 | INFO     | main:63 | 
=======================================================
2026-07-03 08:51:46 | INFO     | main:64 | 🤖 WORKER YOLO AI ĐÃ SẴN SÀNG - ĐANG CHỜ MASTER GIAO VIỆC
2026-07-03 08:51:46 | INFO     | main:65 | =======================================================
